R,Zinv,Z,S,S_normal,U1,U2,E11_bot,E11_top,E22_bot,E22_top,S11_bot,S11_top,S22_bot,S22_top
470.063,356.151,583.542,598.648,4.90E-01,2.53E-02,-2.73684,-1.82E-03,-1.82E-03,5.17E-05,5.62E-05,-397.613,-395.627,-108.952,-107.438
472.433,359.463,580.23,602.72,4.93E-01,3.33E-02,-2.72198,-1.84E-03,-1.83E-03,6.83E-05,7.28E-05,-399.447,-397.493,-106.181,-104.679
474.789,362.785,576.908,606.793,4.97E-01,4.14E-02,-2.70704,-1.85E-03,-1.84E-03,8.50E-05,8.96E-05,-401.306,-399.339,-103.395,-101.891
477.132,366.116,573.577,610.865,5.00E-01,4.96E-02,-2.69202,-1.86E-03,-1.86E-03,1.02E-04,1.06E-04,-403.172,-401.182,-100.588,-99.0793
479.461,369.457,570.236,614.937,5.03E-01,5.80E-02,-2.67691,-1.88E-03,-1.87E-03,1.19E-04,1.23E-04,-405.001,-403.067,-97.7464,-96.257
481.776,372.807,566.886,619.01,5.07E-01,6.65E-02,-2.66173,-1.89E-03,-1.88E-03,1.36E-04,1.40E-04,-406.821,-404.967,-94.8795,-93.4167
484.078,376.167,563.526,623.082,5.10E-01,7.51E-02,-2.64646,-1.91E-03,-1.90E-03,1.53E-04,1.58E-04,-408.681,-406.832,-92.0031,-90.5449
486.366,379.535,560.158,627.155,5.13E-01,8.39E-02,-2.63112,-1.92E-03,-1.91E-03,1.70E-04,1.75E-04,-410.558,-408.685,-89.1108,-87.6484
488.641,382.914,556.779,631.227,5.17E-01,9.28E-02,-2.6157,-1.93E-03,-1.93E-03,1.88E-04,1.92E-04,-412.43,-410.55,-86.1951,-84.7335
490.901,386.301,553.392,635.3,5.20E-01,1.02E-01,-2.6002,-1.95E-03,-1.94E-03,2.05E-04,2.10E-04,-414.312,-412.411,-83.26,-81.7951
493.148,389.698,549.995,639.372,5.23E-01,1.11E-01,-2.58463,-1.96E-03,-1.95E-03,2.23E-04,2.27E-04,-416.178,-414.295,-80.2972,-78.8405
495.381,393.103,546.59,643.445,5.27E-01,1.20E-01,-2.56898,-1.97E-03,-1.97E-03,2.41E-04,2.45E-04,-418.024,-416.206,-77.3055,-75.8713
497.6,396.518,543.175,647.517,5.30E-01,1.30E-01,-2.55326,-1.99E-03,-1.98E-03,2.58E-04,2.63E-04,-419.882,-418.112,-74.2954,-72.8794
499.805,399.942,539.751,651.589,5.33E-01,1.39E-01,-2.53747,-2.00E-03,-2.00E-03,2.76E-04,2.81E-04,-421.748,-420.018,-71.2669,-69.8665
501.996,403.375,536.318,655.662,5.37E-01,1.49E-01,-2.52162,-2.02E-03,-2.01E-03,2.94E-04,2.99E-04,-423.625,-421.92,-68.2218,-66.8324
504.173,406.816,532.877,659.734,5.40E-01,1.59E-01,-2.50569,-2.03E-03,-2.02E-03,3.12E-04,3.17E-04,-425.534,-423.798,-65.1661,-63.7713
506.336,410.267,529.426,663.807,5.43E-01,1.69E-01,-2.48971,-2.04E-03,-2.04E-03,3.31E-04,3.35E-04,-427.452,-425.675,-62.0924,-60.689
508.485,413.726,525.967,667.879,5.47E-01,1.79E-01,-2.47365,-2.06E-03,-2.05E-03,3.49E-04,3.53E-04,-429.346,-427.585,-58.9897,-57.5948
510.62,417.194,522.499,671.952,5.50E-01,1.89E-01,-2.45752,-2.07E-03,-2.07E-03,3.68E-04,3.72E-04,-431.238,-429.507,-55.8643,-54.4821
512.741,420.671,519.022,676.024,5.53E-01,1.99E-01,-2.44134,-2.09E-03,-2.08E-03,3.86E-04,3.90E-04,-433.143,-431.425,-52.7211,-51.3466
514.847,424.156,515.537,680.096,5.57E-01,2.09E-01,-2.42508,-2.10E-03,-2.09E-03,4.05E-04,4.09E-04,-435.05,-433.349,-49.5571,-48.1917
516.94,427.65,512.043,684.169,5.60E-01,2.20E-01,-2.40877,-2.12E-03,-2.11E-03,4.24E-04,4.28E-04,-436.959,-435.282,-46.3721,-45.018
519.018,431.152,508.541,688.241,5.63E-01,2.31E-01,-2.39239,-2.13E-03,-2.12E-03,4.42E-04,4.47E-04,-438.876,-437.216,-43.1685,-41.8235
521.082,434.663,505.03,692.314,5.67E-01,2.42E-01,-2.37596,-2.14E-03,-2.14E-03,4.61E-04,4.66E-04,-440.789,-439.164,-39.9426,-38.6127
523.131,438.182,501.511,696.386,5.70E-01,2.52E-01,-2.35946,-2.16E-03,-2.15E-03,4.81E-04,4.85E-04,-442.717,-441.109,-36.7005,-35.38
525.166,441.709,497.984,700.458,5.73E-01,2.64E-01,-2.34291,-2.17E-03,-2.17E-03,5.00E-04,5.04E-04,-444.683,-443.026,-33.4492,-32.1183
527.187,445.245,494.448,704.531,5.77E-01,2.75E-01,-2.3263,-2.19E-03,-2.18E-03,5.19E-04,5.23E-04,-446.63,-444.972,-30.1709,-28.8438
529.194,448.789,490.904,708.603,5.80E-01,2.86E-01,-2.30964,-2.20E-03,-2.20E-03,5.39E-04,5.43E-04,-448.55,-446.957,-26.8623,-25.5592
531.186,452.341,487.352,712.676,5.83E-01,2.97E-01,-2.29291,-2.22E-03,-2.21E-03,5.58E-04,5.62E-04,-450.479,-448.945,-23.5353,-22.2547
533.163,455.901,483.792,716.748,5.87E-01,3.09E-01,-2.27614,-2.23E-03,-2.23E-03,5.78E-04,5.82E-04,-452.417,-450.936,-20.191,-18.9312
535.126,459.469,480.224,720.821,5.90E-01,3.21E-01,-2.25932,-2.25E-03,-2.24E-03,5.97E-04,6.01E-04,-454.391,-452.902,-16.8387,-15.5813
537.074,463.045,476.648,724.893,5.93E-01,3.33E-01,-2.24244,-2.26E-03,-2.26E-03,6.17E-04,6.21E-04,-456.396,-454.851,-13.4757,-12.2064
539.008,466.629,473.064,728.966,5.97E-01,3.44E-01,-2.22552,-2.28E-03,-2.27E-03,6.37E-04,6.41E-04,-458.388,-456.825,-10.0881,-8.81821
540.927,470.221,469.472,733.038,6.00E-01,3.57E-01,-2.20854,-2.29E-03,-2.29E-03,6.57E-04,6.61E-04,-460.361,-458.83,-6.67344,-5.41789
542.832,473.821,465.872,737.11,6.03E-01,3.69E-01,-2.19152,-2.31E-03,-2.30E-03,6.77E-04,6.81E-04,-462.311,-460.873,-3.23053,-2.00781
544.722,477.428,462.265,741.183,6.07E-01,3.81E-01,-2.17444,-2.32E-03,-2.32E-03,6.98E-04,7.01E-04,-464.279,-462.911,2.27E-01,1.42307
546.597,481.043,458.65,745.255,6.10E-01,3.93E-01,-2.15733,-2.34E-03,-2.33E-03,7.18E-04,7.22E-04,-466.308,-464.9,3.68389,4.88709
548.458,484.666,455.027,749.328,6.13E-01,4.06E-01,-2.14017,-2.35E-03,-2.35E-03,7.38E-04,7.42E-04,-468.35,-466.891,7.15683,8.3701
550.303,488.296,451.397,753.4,6.17E-01,4.19E-01,-2.12296,-2.37E-03,-2.36E-03,7.59E-04,7.63E-04,-470.356,-468.933,10.6611,11.8585
552.134,491.934,447.759,757.473,6.20E-01,4.31E-01,-2.10571,-2.38E-03,-2.38E-03,7.79E-04,7.83E-04,-472.373,-470.979,14.1827,15.3659
553.95,495.579,444.114,761.545,6.23E-01,4.44E-01,-2.08842,-2.40E-03,-2.39E-03,8.00E-04,8.04E-04,-474.407,-473.022,17.7193,18.8944
555.751,499.231,440.462,765.618,6.27E-01,4.57E-01,-2.07109,-2.41E-03,-2.41E-03,8.21E-04,8.25E-04,-476.421,-475.101,21.2817,22.4322
557.538,502.891,436.802,769.69,6.30E-01,4.70E-01,-2.05371,-2.43E-03,-2.42E-03,8.42E-04,8.46E-04,-478.447,-477.182,24.8596,25.9879
559.309,506.558,433.135,773.762,6.33E-01,4.84E-01,-2.0363,-2.45E-03,-2.44E-03,8.63E-04,8.67E-04,-480.526,-479.226,28.4402,29.5732
561.065,510.232,429.461,777.835,6.37E-01,4.97E-01,-2.01886,-2.46E-03,-2.46E-03,8.84E-04,8.88E-04,-482.631,-481.261,32.0324,33.1809
562.807,513.913,425.78,781.907,6.40E-01,5.11E-01,-2.00137,-2.48E-03,-2.47E-03,9.05E-04,9.09E-04,-484.687,-483.362,35.6599,36.7895
564.533,517.602,422.091,785.98,6.43E-01,5.24E-01,-1.98384,-2.49E-03,-2.49E-03,9.27E-04,9.30E-04,-486.739,-485.482,39.309,40.4124
566.245,521.297,418.396,790.052,6.47E-01,5.38E-01,-1.96628,-2.51E-03,-2.50E-03,9.48E-04,9.52E-04,-488.862,-487.548,42.9565,44.0716
567.941,524.999,414.694,794.125,6.50E-01,5.52E-01,-1.94868,-2.52E-03,-2.52E-03,9.70E-04,9.73E-04,-490.973,-489.643,46.6284,47.7428
569.622,528.709,410.984,798.197,6.53E-01,5.66E-01,-1.93104,-2.54E-03,-2.54E-03,9.91E-04,9.95E-04,-493.049,-491.791,50.3321,51.4192
571.289,532.425,407.268,802.27,6.57E-01,5.80E-01,-1.91337,-2.56E-03,-2.55E-03,1.01E-03,1.02E-03,-495.156,-493.925,54.0472,55.1201
572.94,536.147,403.546,806.342,6.60E-01,5.94E-01,-1.89567,-2.57E-03,-2.57E-03,1.03E-03,1.04E-03,-497.293,-496.048,57.7736,58.8449
574.575,539.877,399.816,810.414,6.63E-01,6.08E-01,-1.87793,-2.59E-03,-2.58E-03,1.06E-03,1.06E-03,-499.409,-498.21,61.5265,62.5784
576.196,543.613,396.08,814.487,6.67E-01,6.23E-01,-1.86016,-2.61E-03,-2.60E-03,1.08E-03,1.08E-03,-501.523,-500.391,65.2999,66.3256
577.801,547.355,392.338,818.559,6.70E-01,6.37E-01,-1.84236,-2.62E-03,-2.62E-03,1.10E-03,1.10E-03,-503.699,-502.53,69.0741,70.1048
579.391,551.105,388.588,822.632,6.73E-01,6.52E-01,-1.82453,-2.64E-03,-2.63E-03,1.12E-03,1.13E-03,-505.854,-504.71,72.8744,73.8918
580.966,554.86,384.833,826.704,6.77E-01,6.66E-01,-1.80667,-2.66E-03,-2.65E-03,1.15E-03,1.15E-03,-507.992,-506.926,76.6994,77.6869
582.526,558.622,381.071,830.777,6.80E-01,6.81E-01,-1.78879,-2.67E-03,-2.67E-03,1.17E-03,1.17E-03,-510.177,-509.114,80.5288,81.5093
584.07,562.391,377.302,834.849,6.83E-01,6.96E-01,-1.77087,-2.69E-03,-2.68E-03,1.19E-03,1.19E-03,-512.374,-511.31,84.3734,85.3477
585.599,566.165,373.528,838.921,6.87E-01,7.11E-01,-1.75294,-2.71E-03,-2.70E-03,1.21E-03,1.22E-03,-514.587,-513.51,88.2319,89.2041
587.112,569.946,369.747,842.994,6.90E-01,7.26E-01,-1.73497,-2.72E-03,-2.72E-03,1.24E-03,1.24E-03,-516.809,-515.723,92.1077,93.0764
588.61,573.733,365.96,847.066,6.93E-01,7.42E-01,-1.71698,-2.74E-03,-2.74E-03,1.26E-03,1.26E-03,-519.013,-517.974,96.0087,96.9572
590.093,577.526,362.167,851.139,6.97E-01,7.57E-01,-1.69896,-2.76E-03,-2.75E-03,1.28E-03,1.28E-03,-521.201,-520.262,99.9341,100.846
591.56,581.325,358.368,855.211,7.00E-01,7.73E-01,-1.68092,-2.77E-03,-2.77E-03,1.30E-03,1.31E-03,-523.428,-522.533,103.865,104.758
593.012,585.13,354.563,859.284,7.03E-01,7.88E-01,-1.66286,-2.79E-03,-2.79E-03,1.33E-03,1.33E-03,-525.723,-524.758,107.794,108.701
594.448,588.94,350.753,863.356,7.07E-01,8.04E-01,-1.64478,-2.81E-03,-2.80E-03,1.35E-03,1.35E-03,-528.028,-526.995,111.739,112.659
595.869,592.757,346.936,867.428,7.10E-01,8.20E-01,-1.62668,-2.83E-03,-2.82E-03,1.37E-03,1.38E-03,-530.31,-529.277,115.711,116.625
597.274,596.579,343.114,871.501,7.13E-01,8.36E-01,-1.60855,-2.84E-03,-2.84E-03,1.40E-03,1.40E-03,-532.577,-531.598,119.708,120.6
598.663,600.407,339.286,875.573,7.17E-01,8.52E-01,-1.5904,-2.86E-03,-2.86E-03,1.42E-03,1.42E-03,-534.854,-533.93,123.723,124.592
600.037,604.241,335.452,879.646,7.20E-01,8.68E-01,-1.57222,-2.88E-03,-2.87E-03,1.44E-03,1.45E-03,-537.177,-536.242,127.745,128.61
601.396,608.08,331.613,883.718,7.23E-01,8.84E-01,-1.55403,-2.90E-03,-2.89E-03,1.47E-03,1.47E-03,-539.523,-538.553,131.779,132.649
602.738,611.925,327.768,887.791,7.27E-01,9.00E-01,-1.53582,-2.91E-03,-2.91E-03,1.49E-03,1.49E-03,-541.865,-540.892,135.836,136.701
604.065,615.775,323.918,891.863,7.30E-01,9.17E-01,-1.51758,-2.93E-03,-2.93E-03,1.52E-03,1.52E-03,-544.178,-543.285,139.924,140.758
605.377,619.631,320.062,895.936,7.33E-01,9.33E-01,-1.49932,-2.95E-03,-2.95E-03,1.54E-03,1.54E-03,-546.49,-545.703,144.032,144.827
606.672,623.492,316.201,900.008,7.37E-01,9.50E-01,-1.48105,-2.97E-03,-2.96E-03,1.56E-03,1.57E-03,-548.872,-548.077,148.138,148.929
607.952,627.358,312.335,904.08,7.40E-01,9.66E-01,-1.46276,-2.98E-03,-2.98E-03,1.59E-03,1.59E-03,-551.257,-550.473,152.262,153.043
609.216,631.229,308.464,908.153,7.43E-01,9.83E-01,-1.44446,-3.00E-03,-3.00E-03,1.61E-03,1.62E-03,-553.638,-552.898,156.406,157.167
610.464,635.105,304.588,912.225,7.47E-01,1.00004,-1.42614,-3.02E-03,-3.02E-03,1.64E-03,1.64E-03,-556.089,-555.28,160.549,161.323
611.697,638.987,300.706,916.298,7.50E-01,1.01703,-1.4078,-3.04E-03,-3.04E-03,1.66E-03,1.66E-03,-558.539,-557.689,164.712,165.492
612.914,642.873,296.82,920.37,7.53E-01,1.03412,-1.38945,-3.06E-03,-3.06E-03,1.69E-03,1.69E-03,-560.927,-560.187,168.914,169.655
614.114,646.765,292.928,924.443,7.57E-01,1.0513,-1.37108,-3.08E-03,-3.07E-03,1.71E-03,1.71E-03,-563.33,-562.696,173.132,173.834
615.299,650.661,289.032,928.515,7.60E-01,1.06857,-1.3527,-3.09E-03,-3.09E-03,1.74E-03,1.74E-03,-565.779,-565.187,177.355,178.037
616.469,654.562,285.131,932.587,7.63E-01,1.08592,-1.3343,-3.11E-03,-3.11E-03,1.76E-03,1.76E-03,-568.262,-567.672,181.584,182.259
617.622,658.468,281.225,936.66,7.67E-01,1.10336,-1.3159,-3.13E-03,-3.13E-03,1.79E-03,1.79E-03,-570.77,-570.16,185.824,186.498
618.759,662.378,277.315,940.732,7.70E-01,1.12088,-1.29748,-3.15E-03,-3.15E-03,1.81E-03,1.81E-03,-573.295,-572.659,190.077,190.752
619.88,666.293,273.4,944.805,7.73E-01,1.13849,-1.27905,-3.17E-03,-3.17E-03,1.84E-03,1.84E-03,-575.873,-575.135,194.334,195.032
620.986,670.213,269.48,948.877,7.77E-01,1.1562,-1.2606,-3.19E-03,-3.19E-03,1.86E-03,1.86E-03,-578.438,-577.652,198.617,199.323
622.075,674.137,265.556,952.95,7.80E-01,1.174,-1.24214,-3.21E-03,-3.21E-03,1.89E-03,1.89E-03,-580.935,-580.268,202.943,203.607
623.149,678.065,261.628,957.022,7.83E-01,1.1919,-1.22367,-3.23E-03,-3.23E-03,1.91E-03,1.91E-03,-583.452,-582.892,207.285,207.91
624.206,681.998,257.695,961.095,7.87E-01,1.20988,-1.20518,-3.25E-03,-3.25E-03,1.94E-03,1.94E-03,-586.033,-585.483,211.627,212.242
625.248,685.935,253.758,965.167,7.90E-01,1.22795,-1.18669,-3.27E-03,-3.27E-03,1.96E-03,1.97E-03,-588.627,-588.092,215.986,216.589
626.273,689.876,249.817,969.24,7.93E-01,1.2461,-1.16818,-3.29E-03,-3.29E-03,1.99E-03,1.99E-03,-591.223,-590.73,220.364,220.947
627.282,693.821,245.872,973.312,7.97E-01,1.26433,-1.14966,-3.31E-03,-3.30E-03,2.01E-03,2.02E-03,-593.86,-593.359,224.748,225.327
628.276,697.771,241.922,977.384,8.00E-01,1.28264,-1.13113,-3.33E-03,-3.32E-03,2.04E-03,2.04E-03,-596.534,-595.982,229.142,229.73
629.253,701.724,237.969,981.457,8.03E-01,1.30104,-1.11259,-3.35E-03,-3.34E-03,2.07E-03,2.07E-03,-599.191,-598.655,233.563,234.138
630.214,705.682,234.011,985.529,8.07E-01,1.31953,-1.09404,-3.37E-03,-3.36E-03,2.09E-03,2.09E-03,-601.827,-601.381,238.01,238.551
631.159,709.643,230.05,989.602,8.10E-01,1.33809,-1.07548,-3.39E-03,-3.39E-03,2.12E-03,2.12E-03,-604.5,-604.104,242.467,242.986
632.088,713.608,226.085,993.674,8.13E-01,1.35673,-1.05691,-3.41E-03,-3.41E-03,2.15E-03,2.15E-03,-607.204,-606.828,246.934,247.44
633,717.577,222.116,997.747,8.17E-01,1.37544,-1.03833,-3.43E-03,-3.43E-03,2.17E-03,2.17E-03,-609.935,-609.559,251.412,251.911
633.897,721.55,218.143,1.00E+03,8.20E-01,1.39423,-1.01975,-3.45E-03,-3.45E-03,2.20E-03,2.20E-03,-612.698,-612.294,255.901,256.401
634.777,725.526,214.167,1.01E+03,8.23E-01,1.4131,-1.00115,-3.47E-03,-3.47E-03,2.23E-03,2.23E-03,-615.436,-615.087,260.418,260.894
635.641,729.505,210.188,1.01E+03,8.27E-01,1.43204,-9.83E-01,-3.49E-03,-3.49E-03,2.25E-03,2.25E-03,-618.21,-617.88,264.944,265.408
636.489,733.489,206.204,1.01E+03,8.30E-01,1.45106,-9.64E-01,-3.51E-03,-3.51E-03,2.28E-03,2.28E-03,-621.022,-620.669,269.479,269.943
637.32,737.475,202.218,1.02E+03,8.33E-01,1.47015,-9.45E-01,-3.53E-03,-3.53E-03,2.31E-03,2.31E-03,-623.823,-623.507,274.038,274.484
638.136,741.465,198.228,1.02E+03,8.37E-01,1.48931,-9.27E-01,-3.55E-03,-3.55E-03,2.33E-03,2.33E-03,-626.676,-626.328,278.603,279.051
638.935,745.458,194.235,1.03E+03,8.40E-01,1.50856,-9.08E-01,-3.57E-03,-3.57E-03,2.36E-03,2.36E-03,-629.529,-629.187,283.19,283.629
639.718,749.455,190.238,1.03E+03,8.43E-01,1.52787,-8.89E-01,-3.59E-03,-3.59E-03,2.39E-03,2.39E-03,-632.329,-632.134,287.814,288.202
640.484,753.455,186.238,1.03E+03,8.47E-01,1.54726,-8.71E-01,-3.61E-03,-3.61E-03,2.41E-03,2.42E-03,-635.206,-635.044,292.436,292.806
641.235,757.457,182.236,1.04E+03,8.50E-01,1.5667,-8.52E-01,-3.64E-03,-3.64E-03,2.44E-03,2.44E-03,-638.168,-637.906,297.051,297.445
641.969,761.463,178.23,1.04E+03,8.53E-01,1.58622,-8.33E-01,-3.66E-03,-3.66E-03,2.47E-03,2.47E-03,-641.11,-640.828,301.695,302.087
642.686,765.472,174.221,1.05E+03,8.57E-01,1.60581,-8.15E-01,-3.68E-03,-3.68E-03,2.50E-03,2.50E-03,-644.042,-643.798,306.364,306.738
643.388,769.483,170.21,1.05E+03,8.60E-01,1.62548,-7.96E-01,-3.70E-03,-3.70E-03,2.53E-03,2.53E-03,-646.979,-646.802,311.054,311.401
644.073,773.498,166.195,1.05E+03,8.63E-01,1.64521,-7.77E-01,-3.72E-03,-3.72E-03,2.55E-03,2.56E-03,-649.938,-649.825,315.759,316.079
644.741,777.515,162.178,1.06E+03,8.67E-01,1.665,-7.59E-01,-3.75E-03,-3.75E-03,2.58E-03,2.58E-03,-652.929,-652.856,320.475,320.776
645.394,781.535,158.158,1.06E+03,8.70E-01,1.68486,-7.40E-01,-3.77E-03,-3.77E-03,2.61E-03,2.61E-03,-655.968,-655.88,325.198,325.496
646.03,785.557,154.136,1.07E+03,8.73E-01,1.70477,-7.21E-01,-3.79E-03,-3.79E-03,2.64E-03,2.64E-03,-659.076,-658.877,329.921,330.246
646.649,789.582,150.111,1.07E+03,8.77E-01,1.72476,-7.02E-01,-3.81E-03,-3.81E-03,2.67E-03,2.67E-03,-662.153,-661.946,334.677,334.997
647.252,793.61,146.083,1.08E+03,8.80E-01,1.74482,-6.84E-01,-3.84E-03,-3.84E-03,2.70E-03,2.70E-03,-665.157,-665.132,339.48,339.738
647.839,797.64,142.053,1.08E+03,8.83E-01,1.76493,-6.65E-01,-3.86E-03,-3.86E-03,2.72E-03,2.72E-03,-668.224,-668.296,344.285,344.507
648.409,801.672,138.021,1.08E+03,8.87E-01,1.7851,-6.46E-01,-3.88E-03,-3.88E-03,2.75E-03,2.75E-03,-671.381,-671.415,349.083,349.309
648.963,805.707,133.986,1.09E+03,8.90E-01,1.80532,-6.27E-01,-3.90E-03,-3.90E-03,2.78E-03,2.78E-03,-674.532,-674.584,353.904,354.117
649.5,809.743,129.95,1.09E+03,8.93E-01,1.8256,-6.09E-01,-3.93E-03,-3.93E-03,2.81E-03,2.81E-03,-677.7,-677.78,358.741,358.939
650.021,813.782,125.911,1.10E+03,8.97E-01,1.84593,-5.90E-01,-3.95E-03,-3.95E-03,2.84E-03,2.84E-03,-680.908,-680.981,363.587,363.779
650.526,817.824,121.869,1.10E+03,9.00E-01,1.86631,-5.71E-01,-3.97E-03,-3.97E-03,2.87E-03,2.87E-03,-684.121,-684.223,368.453,368.63
651.014,821.867,117.826,1.10E+03,9.03E-01,1.88675,-5.52E-01,-4.00E-03,-4.00E-03,2.90E-03,2.90E-03,-687.37,-687.475,373.33,373.499
651.486,825.912,113.781,1.11E+03,9.07E-01,1.90724,-5.33E-01,-4.02E-03,-4.02E-03,2.93E-03,2.93E-03,-690.685,-690.708,378.21,378.396
651.941,829.959,109.734,1.11E+03,9.10E-01,1.92779,-5.14E-01,-4.04E-03,-4.05E-03,2.96E-03,2.96E-03,-693.972,-694.017,383.122,383.295
652.379,834.007,105.686,1.12E+03,9.13E-01,1.94839,-4.96E-01,-4.07E-03,-4.07E-03,2.99E-03,2.99E-03,-697.264,-697.367,388.057,388.206
652.802,838.058,101.635,1.12E+03,9.17E-01,1.96905,-4.77E-01,-4.09E-03,-4.09E-03,3.02E-03,3.02E-03,-700.595,-700.728,393.005,393.137
653.207,842.11,97.583,1.12E+03,9.20E-01,1.98977,-4.58E-01,-4.12E-03,-4.12E-03,3.05E-03,3.05E-03,-703.933,-704.13,397.974,398.08
653.596,846.164,93.529,1.13E+03,9.23E-01,2.01053,-4.39E-01,-4.14E-03,-4.14E-03,3.08E-03,3.08E-03,-707.316,-707.537,402.953,403.044
653.969,850.219,89.474,1.13E+03,9.27E-01,2.03134,-4.20E-01,-4.17E-03,-4.17E-03,3.11E-03,3.11E-03,-710.718,-710.975,407.949,408.023
654.325,854.276,85.417,1.14E+03,9.30E-01,2.05219,-4.01E-01,-4.19E-03,-4.19E-03,3.14E-03,3.14E-03,-714.178,-714.407,412.951,413.026
654.665,858.334,81.359,1.14E+03,9.33E-01,2.07309,-3.82E-01,-4.22E-03,-4.22E-03,3.17E-03,3.17E-03,-717.667,-717.86,417.968,418.046
654.988,862.394,77.299,1.14E+03,9.37E-01,2.09404,-3.63E-01,-4.24E-03,-4.24E-03,3.20E-03,3.20E-03,-721.165,-721.356,423.007,423.079
655.294,866.455,73.238,1.15E+03,9.40E-01,2.11505,-3.44E-01,-4.27E-03,-4.27E-03,3.23E-03,3.23E-03,-724.648,-724.92,428.077,428.118
655.584,870.517,69.176,1.15E+03,9.43E-01,2.1361,-3.25E-01,-4.29E-03,-4.29E-03,3.26E-03,3.26E-03,-728.096,-728.573,433.181,433.153
655.858,874.58,65.113,1.16E+03,9.47E-01,2.15718,-3.06E-01,-4.32E-03,-4.32E-03,3.29E-03,3.29E-03,-731.619,-732.204,438.284,438.217
656.115,878.644,61.049,1.16E+03,9.50E-01,2.17828,-2.87E-01,-4.34E-03,-4.34E-03,3.32E-03,3.32E-03,-735.265,-735.767,443.37,443.321
656.355,882.71,56.983,1.16E+03,9.53E-01,2.19942,-2.68E-01,-4.37E-03,-4.37E-03,3.35E-03,3.35E-03,-738.948,-739.348,448.466,448.441
656.579,886.776,52.917,1.17E+03,9.57E-01,2.22059,-2.49E-01,-4.39E-03,-4.40E-03,3.38E-03,3.38E-03,-742.584,-743.032,453.6,453.553
656.786,890.843,48.85,1.17E+03,9.60E-01,2.2418,-2.30E-01,-4.42E-03,-4.42E-03,3.41E-03,3.41E-03,-746.294,-746.698,458.736,458.696
656.977,894.911,44.782,1.18E+03,9.63E-01,2.26305,-2.11E-01,-4.45E-03,-4.45E-03,3.44E-03,3.44E-03,-750.066,-750.36,463.88,463.866
657.151,898.98,40.713,1.18E+03,9.67E-01,2.28435,-1.92E-01,-4.47E-03,-4.47E-03,3.48E-03,3.48E-03,-753.82,-754.099,469.057,469.041
657.308,903.049,36.644,1.19E+03,9.70E-01,2.3057,-1.73E-01,-4.50E-03,-4.50E-03,3.51E-03,3.51E-03,-757.61,-757.859,474.253,474.239
657.449,907.119,32.574,1.19E+03,9.73E-01,2.3271,-1.54E-01,-4.53E-03,-4.53E-03,3.54E-03,3.54E-03,-761.427,-761.652,479.473,479.459
657.574,911.19,28.503,1.19E+03,9.77E-01,2.34856,-1.35E-01,-4.55E-03,-4.55E-03,3.57E-03,3.57E-03,-765.329,-765.42,484.699,484.719
657.681,915.261,24.432,1.20E+03,9.80E-01,2.37009,-1.16E-01,-4.58E-03,-4.58E-03,3.60E-03,3.60E-03,-769.232,-769.247,489.961,489.997
657.773,919.332,20.361,1.20E+03,9.83E-01,2.39169,-9.64E-02,-4.61E-03,-4.61E-03,3.64E-03,3.64E-03,-773.127,-773.145,495.264,495.292
657.847,923.404,16.289,1.21E+03,9.87E-01,2.41336,-7.72E-02,-4.64E-03,-4.64E-03,3.67E-03,3.67E-03,-777.145,-776.982,500.57,500.645
657.905,927.476,12.217,1.21E+03,9.90E-01,2.43512,-5.79E-02,-4.66E-03,-4.66E-03,3.70E-03,3.70E-03,-781.129,-780.916,505.929,506.013
657.947,931.548,8.145,1.21E+03,9.93E-01,2.45698,-3.86E-02,-4.69E-03,-4.69E-03,3.73E-03,3.73E-03,-785.066,-784.961,511.347,511.392
657.972,935.62,4.073,1.22E+03,9.97E-01,2.47892,-1.93E-02,-4.72E-03,-4.72E-03,3.77E-03,3.77E-03,-789.084,-788.989,516.786,516.821
657.98,939.693,0,1.22E+03,1,2.50094,-3.27E-30,-4.73E-03,-4.73E-03,3.78E-03,3.78E-03,-791.111,-791.002,519.511,519.547
